hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date
City Hotel,0,0.0,2015,August,32,6,0.0,1.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,75.0,0,0,Check-Out,2015-08-07,2015-08-06
City Hotel,1,372.0,2016,July,29,14,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,207,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-07-14
City Hotel,1,173.0,2016,September,37,10,2.0,1.0,2,1.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,143.1,0,0,Canceled,2016-08-01,2016-09-10
Resort Hotel,0,1.0,2015,October,42,11,1.0,0.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,50.4,0,0,Check-Out,2015-10-12,2015-10-11
City Hotel,1,56.0,2017,March,12,21,0.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86,207,0,Transient,85.0,0,0,Canceled,2017-01-24,2017-03-21
Resort Hotel,1,20.0,2016,June,27,30,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,129.0,0,0,Canceled,2016-06-10,2016-06-30
City Hotel,0,51.0,2017,May,18,6,1.0,1.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,134.1,0,0,Check-Out,2017-05-08,2017-05-06
Resort Hotel,1,18.0,2016,September,39,20,0.0,1.0,1,0.0,0.0,BB,,Corporate,Corporate,1,1,4,A,A,0,No Deposit,14,86,0,Transient,126.0,0,0,Canceled,2016-09-13,2016-09-20
Resort Hotel,1,18.0,2017,February,7,12,2.0,0.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,207,0,Transient,211.89000000000001,0,0,Canceled,2017-01-26,2017-02-12
City Hotel,0,115.0,2017,May,18,6,2.0,4.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,207,0,Transient,89.1,0,0,Check-Out,2017-05-12,2017-05-06
Resort Hotel,1,1.0,2016,May,20,8,2.0,0.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,393,207,0,Transient-Party,48.6,0,1,Canceled,2016-05-07,2016-05-08
City Hotel,0,22.0,2016,June,26,21,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,211.89000000000001,0,1,Check-Out,2016-06-23,2016-06-21
Resort Hotel,1,41.0,2016,September,36,1,1.0,3.0,2,0.0,1.0,BB,,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,207,0,Transient,211.89000000000001,0,3,Canceled,2016-08-17,2016-09-01
City Hotel,0,135.0,2016,June,25,16,1.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,207,0,Transient-Party,119.85,0,2,Check-Out,2016-06-20,2016-06-16
Resort Hotel,0,2.0,2017,March,11,16,1.0,3.0,2,0.0,0.0,HB,,Direct,TA/TO,0,0,0,E,E,0,No Deposit,250,207,0,Transient,119.5,0,1,Check-Out,2017-03-20,2017-03-16
City Hotel,0,57.0,2016,November,45,1,0.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,79.2,0,1,Check-Out,2016-11-04,2016-11-01
City Hotel,0,385.875,2017,July,28,13,0.0,2.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,207,0,Transient-Party,122.4,0,1,Check-Out,2017-07-15,2017-07-13
City Hotel,0,59.0,2016,February,6,6,2.0,2.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,207,0,Transient-Party,51.0,0,0,Check-Out,2016-02-10,2016-02-06
Resort Hotel,0,0.0,2016,March,12,14,1.0,0.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,D,0,No Deposit,14,207,0,Transient,45.0,0,0,Check-Out,2016-03-15,2016-03-14
City Hotel,0,36.0,2016,April,18,29,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,140.4,0,1,Check-Out,2016-05-01,2016-04-29
City Hotel,1,24.0,2016,August,34,19,2.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,207,0,Transient-Party,78.0,0,0,Canceled,2016-08-04,2016-08-19
Resort Hotel,1,220.0,2016,July,28,4,1.0,2.0,2,0.0,0.0,BB,,Direct,Direct,0,1,0,A,A,0,No Deposit,250,207,0,Transient,88.5,0,0,Canceled,2015-11-30,2016-07-04
City Hotel,1,146.0,2016,April,18,24,2.0,0.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,207,50,Transient,95.0,0,0,Canceled,2016-01-19,2016-04-24
City Hotel,1,385.875,2017,May,20,20,2.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,207,0,Transient,90.0,0,0,Canceled,2017-03-02,2017-05-20
City Hotel,0,190.0,2017,August,32,6,2.0,2.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,D,2,No Deposit,14,207,0,Transient,112.5,0,3,Check-Out,2017-08-10,2017-08-06
City Hotel,0,137.0,2015,July,28,11,2.0,1.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,86.0,0,0,Check-Out,2015-07-14,2015-07-11
City Hotel,1,44.0,2016,February,8,17,0.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44,207,3,Transient,75.0,0,0,Canceled,2016-01-16,2016-02-17
City Hotel,1,19.0,2016,December,53,26,1.0,1.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,207,0,Transient,174.0,0,1,No-Show,2016-12-26,2016-12-26
Resort Hotel,0,109.0,2017,April,17,25,0.0,2.0,1,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,502,207,0,Transient-Party,75.0,0,0,Check-Out,2017-04-27,2017-04-25
Resort Hotel,0,48.0,2016,May,20,11,0.0,1.0,2,0.0,0.0,HB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,95.0,1,0,Check-Out,2016-05-12,2016-05-11
Resort Hotel,0,125.0,2017,July,28,13,4.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,207,0,Contract,106.85,0,0,Check-Out,2017-07-27,2017-07-13
Resort Hotel,0,108.0,2016,June,24,5,2.0,5.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,207,0,Contract,62.9,0,0,Check-Out,2016-06-12,2016-06-05
City Hotel,0,184.0,2016,July,29,16,1.0,1.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,125.0,0,1,Check-Out,2016-07-18,2016-07-16
Resort Hotel,0,345.0,2017,July,29,21,2.0,5.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,207,0,Contract,132.85,0,0,Check-Out,2017-07-28,2017-07-21
Resort Hotel,0,166.0,2017,March,12,25,2.0,5.0,2,0.0,1.0,BB,,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,207,0,Transient,46.8,0,4,Check-Out,2017-04-01,2017-03-25
City Hotel,0,40.0,2016,July,31,26,0.0,1.0,1,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,39,207,0,Transient-Party,95.0,0,0,Check-Out,2016-07-27,2016-07-26
City Hotel,0,41.0,2016,December,53,27,0.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220,207,0,Transient-Party,65.0,0,1,Check-Out,2016-12-28,2016-12-27
City Hotel,0,0.0,2016,September,38,11,1.0,0.0,1,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152,207,0,Transient,85.03,0,0,Check-Out,2016-09-12,2016-09-11
City Hotel,0,121.0,2016,August,33,8,2.0,5.0,3,0.0,0.0,BB,,Direct,Direct,0,0,0,E,E,2,No Deposit,14,207,0,Transient,166.25,0,0,Check-Out,2016-08-15,2017-06-08
City Hotel,0,37.0,2016,October,44,27,0.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,207,0,Transient,109.0,0,1,Check-Out,2016-10-29,2016-10-27
City Hotel,1,4.0,2016,August,32,1,1.0,1.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,109.0,0,0,Canceled,2016-07-29,2016-08-01
Resort Hotel,0,140.0,2017,July,28,10,1.0,5.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,207,0,Transient,197.83,0,1,Check-Out,2017-07-16,2017-07-10
City Hotel,0,4.0,2015,September,39,26,2.0,3.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient,170.0,0,0,Check-Out,2015-10-01,2015-09-26
Resort Hotel,0,0.0,2015,September,37,12,2.0,5.0,1,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,275,207,0,Transient,58.05,0,0,Check-Out,2015-09-19,2015-09-12
City Hotel,0,5.0,2015,September,39,22,0.0,1.0,1,0.0,0.0,BB,,Corporate,Corporate,0,0,0,A,F,0,No Deposit,14,40,0,Transient,65.0,0,0,Check-Out,2015-09-23,2015-09-22
City Hotel,0,30.0,2016,July,29,14,1.0,3.0,2,1.0,0.0,SC,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,157,207,0,Transient,88.56,0,1,Check-Out,2016-07-18,2016-07-14
City Hotel,0,64.0,2017,April,15,13,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,132.0,0,0,Check-Out,2017-04-16,2017-04-13
Resort Hotel,0,70.0,2015,December,53,30,0.0,3.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,E,E,3,No Deposit,14,207,0,Transient,169.48,1,1,Check-Out,2016-01-02,2015-12-30
Resort Hotel,1,143.0,2016,March,14,27,2.0,4.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,207,0,Transient,45.6,0,2,Canceled,2016-02-05,2016-03-27
City Hotel,1,32.0,2016,July,29,15,1.0,2.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,14,207,0,Transient,168.3,0,0,Canceled,2016-06-14,2016-07-15
Resort Hotel,0,84.0,2015,August,33,14,2.0,4.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,207,0,Transient,196.0,0,0,Check-Out,2015-08-20,2015-08-14
Resort Hotel,1,385.875,2016,October,41,8,2.0,2.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68,207,0,Transient,72.0,0,0,Canceled,2015-12-17,2016-10-08
Resort Hotel,0,0.0,2017,August,31,5,0.0,1.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,D,D,0,No Deposit,14,207,0,Transient,211.89000000000001,1,0,Check-Out,2017-08-06,2017-08-05
City Hotel,0,124.0,2016,August,32,1,1.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,105.3,0,1,Check-Out,2016-08-04,2016-08-01
City Hotel,0,55.0,2015,August,35,26,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,62.0,0,0,Check-Out,2015-08-28,2015-08-26
City Hotel,0,121.0,2016,July,28,6,0.0,4.0,3,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,207,0,Transient,96.9,0,1,Check-Out,2016-07-10,2016-07-06
City Hotel,1,179.0,2016,October,40,1,2.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,108.9,0,2,Canceled,2016-09-01,2016-10-01
City Hotel,0,54.0,2016,June,26,20,1.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,113.4,0,1,Check-Out,2016-06-24,2016-06-20
Resort Hotel,0,132.0,2016,June,24,6,2.0,5.0,2,0.0,1.0,BB,,Direct,Direct,0,0,0,E,F,1,No Deposit,14,207,0,Transient,100.44,0,2,Check-Out,2016-06-13,2016-06-06
City Hotel,1,71.0,2016,June,25,14,0.0,3.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,207,0,Transient,120.0,0,0,Canceled,2016-04-27,2016-06-14
City Hotel,1,308.0,2016,November,48,25,0.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,207,0,Transient,52.0,0,0,Canceled,2016-03-15,2016-11-25
City Hotel,0,32.0,2015,October,43,24,1.0,1.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Contract,120.0,0,1,Check-Out,2015-10-26,2015-10-24
City Hotel,1,311.0,2015,August,35,24,1.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,1,0,A,A,0,Non Refund,14,207,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,2015-08-24
Resort Hotel,0,16.0,2016,November,45,2,0.0,3.0,2,0.0,0.0,BB,,Direct,Direct,1,0,1,D,D,1,No Deposit,250,207,0,Transient,55.08,0,3,Check-Out,2016-11-05,2016-11-02
Resort Hotel,0,0.0,2015,October,44,29,0.0,1.0,1,0.0,0.0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14,88,0,Transient,48.0,0,0,Check-Out,2015-10-30,2015-10-29
Resort Hotel,0,185.0,2016,August,43,20,2.0,5.0,3,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,40,207,0,Contract,123.41,0,0,Check-Out,2016-10-27,2017-06-08
City Hotel,1,221.0,2015,October,40,3,2.0,1.0,2,0.0,0.0,HB,,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,207,0,Transient-Party,86.0,0,0,Canceled,2015-07-09,2015-10-03
City Hotel,1,313.0,2015,August,35,26,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,207,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,2015-08-26
Resort Hotel,0,131.0,2017,July,27,6,0.0,3.0,2,1.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,207,0,Transient,211.89000000000001,0,0,Check-Out,2017-07-09,2017-07-06
Resort Hotel,0,36.0,2015,July,28,11,2.0,5.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,207,0,Transient,104.68,1,0,Check-Out,2015-07-18,2015-07-11
Resort Hotel,0,139.0,2015,August,34,20,4.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,207,0,Contract,55.68,0,2,Check-Out,2015-09-03,2015-08-20
City Hotel,0,83.0,2015,September,39,23,0.0,2.0,3,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,207,0,Transient-Party,84.0,0,0,Check-Out,2015-09-25,2015-09-23
Resort Hotel,0,35.0,2016,March,12,18,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,207,0,Transient,48.0,0,2,Check-Out,2016-03-20,2016-03-18
City Hotel,1,66.0,2016,September,37,6,2.0,5.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,138.6,0,0,Canceled,2016-07-11,2016-09-06
Resort Hotel,1,118.0,2017,March,13,29,0.0,1.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,207,0,Transient,78.0,0,0,Canceled,2017-03-22,2017-03-29
City Hotel,0,316.0,2016,May,22,26,0.0,3.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,207,0,Transient-Party,110.0,0,0,Check-Out,2016-05-29,2016-05-26
Resort Hotel,1,80.0,2015,August,31,1,4.0,6.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,207,0,Transient,169.0,0,1,Canceled,2015-07-21,2015-08-01
City Hotel,1,69.0,2017,April,14,8,0.0,1.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,162.0,0,0,Canceled,2017-02-15,2017-04-08
Resort Hotel,1,7.0,2017,May,22,30,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,207,0,Transient,120.0,0,1,Canceled,2017-05-24,2017-05-30
City Hotel,0,385.875,2017,May,22,31,0.0,3.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,207,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03,2017-05-31
City Hotel,1,98.0,2015,November,48,23,1.0,2.0,1,0.0,0.0,FB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,207,0,Transient-Party,84.0,0,0,Canceled,2015-11-18,2015-11-23
City Hotel,1,12.0,2016,June,24,8,0.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,14,207,0,Transient,90.0,0,1,Canceled,2016-05-30,2016-06-08
Resort Hotel,0,5.0,2016,March,13,21,1.0,0.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,336,207,0,Transient,29.0,0,1,Check-Out,2016-03-22,2016-03-21
Resort Hotel,1,40.0,2016,May,21,18,0.0,2.0,1,0.0,0.0,BB,,Groups,Corporate,0,0,0,A,A,0,Non Refund,14,207,0,Transient,55.0,0,0,Canceled,2016-04-13,2016-05-18
City Hotel,0,1.0,2016,February,6,6,0.0,1.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,81.0,0,1,Check-Out,2016-02-07,2016-02-06
Resort Hotel,1,12.0,2017,July,30,24,1.0,4.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,207,0,Transient,211.89000000000001,0,0,Canceled,2017-07-13,2017-07-24
Resort Hotel,1,11.0,2016,June,26,20,1.0,0.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,100.0,0,0,Canceled,2016-06-15,2016-06-20
Resort Hotel,0,90.0,2015,July,28,6,4.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,207,0,Contract,110.7,0,0,Check-Out,2015-07-20,2015-07-06
City Hotel,1,290.0,2015,August,32,3,1.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,207,0,Contract,62.0,0,0,Canceled,2015-01-01,2015-08-03
Resort Hotel,0,162.0,2016,March,13,24,0.0,3.0,2,0.0,0.0,Undefined,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14,207,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27,2016-03-24
City Hotel,0,5.0,2017,July,28,11,0.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,130.0,0,2,Check-Out,2017-07-13,2017-07-11
City Hotel,0,23.0,2016,April,15,8,0.0,1.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,98.0,0,0,Check-Out,2016-04-09,2016-04-08
City Hotel,0,1.0,2016,January,2,5,0.0,3.0,1,0.0,0.0,BB,,Corporate,Corporate,1,0,1,A,A,0,No Deposit,14,40,0,Transient,66.0,0,0,Check-Out,2016-01-08,2016-01-05
City Hotel,1,12.0,2016,July,30,19,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14,207,0,Transient,134.33,0,2,Canceled,2016-07-09,2016-07-19
City Hotel,1,8.0,2017,March,10,8,0.0,4.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,96.05,0,0,Canceled,2017-02-28,2017-03-08
Resort Hotel,1,244.0,2016,September,39,20,2.0,5.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,71.0,0,2,Canceled,2016-01-28,2016-09-20
Resort Hotel,0,332.0,2017,June,26,25,4.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,207,0,Contract,64.42,0,0,Check-Out,2017-07-09,2017-06-25
City Hotel,1,259.0,2016,October,41,5,0.0,4.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,22,207,0,Transient,89.0,0,0,Canceled,2016-02-01,2016-10-05
Resort Hotel,0,83.0,2015,August,34,17,3.0,6.0,2,0.0,0.0,HB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient-Party,150.6,0,1,Check-Out,2015-08-26,2015-08-17
City Hotel,0,55.0,2015,September,37,6,2.0,0.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08,2015-09-06
City Hotel,0,111.0,2016,May,19,2,1.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,207,0,Transient,101.58,0,1,Check-Out,2016-05-06,2016-05-02
City Hotel,0,0.0,2015,August,33,11,0.0,1.0,1,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,99.0,0,0,Check-Out,2015-08-12,2015-08-11
City Hotel,0,19.0,2015,October,41,6,0.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,14,207,0,Transient-Party,90.0,0,0,Check-Out,2015-10-09,2015-10-06
City Hotel,0,10.0,2016,October,42,14,1.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,39,207,0,Transient-Party,119.0,0,0,Check-Out,2016-10-17,2016-10-14
City Hotel,0,24.0,2016,March,13,20,1.0,0.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,16,207,0,Transient,70.0,0,0,Check-Out,2016-03-21,2016-03-20
City Hotel,0,228.0,2016,October,45,30,2.0,1.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,93.3,0,0,Check-Out,2016-11-02,2016-10-30
Resort Hotel,0,188.0,2017,August,31,3,2.0,6.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,169.0,0,1,Check-Out,2017-08-13,2017-08-03
City Hotel,0,120.0,2017,May,18,5,1.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,126.0,0,3,Check-Out,2017-05-08,2017-05-05
City Hotel,0,45.0,2017,June,25,20,0.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,120.0,0,1,Check-Out,2017-06-22,2017-06-20
City Hotel,0,1.0,2016,August,32,3,0.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,9,207,0,Transient,166.0,0,3,Check-Out,2016-08-04,2016-08-03
Resort Hotel,1,368.0,2016,October,41,8,4.0,6.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143,207,0,Contract,61.2,0,0,Canceled,2015-11-04,2016-10-08
City Hotel,1,88.0,2015,September,39,26,2.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,207,0,Transient,170.0,0,0,Canceled,2015-09-09,2015-09-26
Resort Hotel,0,58.0,2016,November,48,23,2.0,5.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,207,0,Transient,35.0,1,0,Check-Out,2016-11-30,2016-11-23
City Hotel,0,221.0,2015,October,42,17,2.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,207,0,Transient-Party,65.0,0,1,Check-Out,2015-10-20,2015-10-17
Resort Hotel,0,0.0,2017,March,11,13,1.0,0.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,207,0,Transient,65.0,0,1,Check-Out,2017-03-14,2017-03-13
Resort Hotel,0,32.0,2015,July,28,11,4.0,6.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,207,0,Transient,178.0,1,0,Check-Out,2015-07-21,2015-07-11
City Hotel,0,1.0,2017,February,8,21,0.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,108.0,0,0,Check-Out,2017-02-22,2017-02-21
City Hotel,0,229.0,2016,October,43,21,2.0,2.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,80.75,0,2,Check-Out,2016-10-25,2016-10-21
Resort Hotel,0,33.0,2016,May,21,15,2.0,4.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,207,0,Transient-Party,91.67,0,1,Check-Out,2016-05-21,2016-05-15
Resort Hotel,0,200.0,2017,May,20,16,2.0,5.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,207,0,Contract,50.85,0,1,Check-Out,2017-05-23,2017-05-16
City Hotel,0,0.0,2016,July,28,8,2.0,2.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,8,207,0,Transient,211.89000000000001,0,0,Check-Out,2016-07-12,2016-07-08
Resort Hotel,0,107.0,2015,July,27,2,2.0,5.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,110.7,0,2,Check-Out,2015-07-09,2015-07-02
City Hotel,0,301.0,2017,May,22,29,1.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,109.8,0,2,Check-Out,2017-06-01,2017-05-29
